"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2014","2014","PC","Percentage","0","Units",,,67.039,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2015","2015","PC","Percentage","0","Units",,,67.357,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2016","2016","PC","Percentage","0","Units",,,67.347,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2017","2017","PC","Percentage","0","Units",,,67.216,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2018","2018","PC","Percentage","0","Units",,,66.939,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2019","2019","PC","Percentage","0","Units",,,66.976,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2020","2020","PC","Percentage","0","Units",,,66.895,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DNK","Denmark","2021","2021","PC","Percentage","0","Units",,,66.765,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2011","2011","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2012","2012","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2013","2013","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2014","2014","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2015","2015","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2016","2016","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2017","2017","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2018","2018","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2019","2019","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2020","2020","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","FIN","Finland","2021","2021","PC","Percentage","0","Units",,,100,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DEU","Germany","2020","2020","PC","Percentage","0","Units",,,56.912,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","DEU","Germany","2021","2021","PC","Percentage","0","Units",,,75.22,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","GRC","Greece","2011","2011","PC","Percentage","0","Units",,,50.683,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","GRC","Greece","2012","2012","PC","Percentage","0","Units",,,48.94,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","GRC","Greece","2013","2013","PC","Percentage","0","Units",,,59.648,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","GRC","Greece","2014","2014","PC","Percentage","0","Units",,,61.01,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,63.256,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,55.344,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,37.828,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,36.276,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,34.79,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,38.396,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,37.465,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2019","2019","PC","Percentage","0","Units",,,31.471,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2020","2020","PC","Percentage","0","Units",,,31.961,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","HUN","Hungary","2021","2021","PC","Percentage","0","Units",,,70.528,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2011","2011","PC","Percentage","0","Units",,,67.474,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2012","2012","PC","Percentage","0","Units",,,68.573,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2013","2013","PC","Percentage","0","Units",,,68.629,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2014","2014","PC","Percentage","0","Units",,,68.476,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2015","2015","PC","Percentage","0","Units",,,67.679,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2016","2016","PC","Percentage","0","Units",,,67.572,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2017","2017","PC","Percentage","0","Units",,,79.087,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2018","2018","PC","Percentage","0","Units",,,74.674,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2019","2019","PC","Percentage","0","Units",,,75.528,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2020","2020","PC","Percentage","0","Units",,,75.577,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ISL","Iceland","2021","2021","PC","Percentage","0","Units",,,75.401,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,22.938,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,22.79,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,22.95,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,22.53,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,22.662,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2016","2016","PC","Percentage","0","Units",,,22.148,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2017","2017","PC","Percentage","0","Units",,,22.252,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2018","2018","PC","Percentage","0","Units",,,27.996,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2019","2019","PC","Percentage","0","Units",,,21.829,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2020","2020","PC","Percentage","0","Units",,,21.325,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","ITA","Italy","2021","2021","PC","Percentage","0","Units",,,20.999,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,82.688,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2012","2012","PC","Percentage","0","Units",,,82.586,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2013","2013","PC","Percentage","0","Units",,,81.733,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2014","2014","PC","Percentage","0","Units",,,81.841,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2015","2015","PC","Percentage","0","Units",,,80.24,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2016","2016","PC","Percentage","0","Units",,,78.888,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2017","2017","PC","Percentage","0","Units",,,78.821,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2018","2018","PC","Percentage","0","Units",,,78.492,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2019","2019","PC","Percentage","0","Units",,,78.564,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2020","2020","PC","Percentage","0","Units",,,77.738,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","MEX","Mexico","2021","2021","PC","Percentage","0","Units",,,75.617,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,68.51,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,68.547,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,69.233,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,67.871,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,68.18,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,67.94,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,70.316,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2019","2019","PC","Percentage","0","Units",,,70.819,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2020","2020","PC","Percentage","0","Units",,,70.485,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NLD","Netherlands","2021","2021","PC","Percentage","0","Units",,,65.937,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,45.054,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,45.467,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,42.497,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","3200","Employer contributions","ECT","Employers contributions as a percent of total contributions","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,91.572,,
