Omega,alpha,delta,np,nu,gamma,psi_scalar,gy,by,tauc,kappa
1.65,0.6150785451116653,0.0428656339645385,0.017059659829914958,0.36874149802173817,0.18933766883441722,0.9812156078039019,0.15388264396358806,0.32144677338669336,0.19,0.3947636818409205
1.65,0.6147421455609912,0.0428656339645385,0.017244192096048026,0.3649804902451226,0.19798199099549776,1.0416458229114558,0.17753587762315964,0.31602036018009005,0.19,0.3949467733866934
1.65,0.5617592163298236,0.0428656339645385,0.016793306653326665,0.3478751375687844,0.17575887943971988,0.9738119059529765,0.1586132906955024,0.27655002501250625,0.19,0.396191795897949
1.65,0.5687675403022003,0.0428656339645385,0.015931575787893948,0.38027766610578023,0.17203101550775388,0.9502501250625313,0.18435005829476184,0.291131615807904,0.19,0.34027563781890946
1.65,0.5837933868989759,0.0428656339645385,0.0162135967983992,0.37955439537950797,0.18557378689344672,1.011830915457729,0.17980727118036036,0.2793087043521761,0.19,0.3841077538769385
1.65,0.5708420041980238,0.0428656339645385,0.017550585292646324,0.35246790668061306,0.16637618809404703,1.0001250625312657,0.16998733662855267,0.3209920460230115,0.19,0.34518249124562284
1.65,0.6112099502789133,0.0428656339645385,0.01748095047523762,0.3395575242166538,0.1817558779389695,1.0421960980490246,0.17466674891932712,0.30377303651825915,0.19,0.3851696848424212
1.65,0.5365292500292677,0.0428656339645385,0.017440910455227613,0.3924647778434672,0.19149874937468736,1.04639819909955,0.17381284156699603,0.297891895947974,0.19,0.3349293646823412
1.65,0.5161770772134858,0.0428656339645385,0.01577663831915958,0.3868955932511711,0.1878609304652326,1.0040770385192597,0.1710974161865831,0.328116108054027,0.19,0.3296563281640821
1.65,0.5317635897280515,0.0428656339645385,0.01849239619809905,0.3394851971440266,0.1754887443721861,1.0099299649824913,0.1536777061990286,0.29971080540270134,0.19,0.3476359179589795
1.65,0.5358564509279194,0.0428656339645385,0.016615737868934468,0.32693645004320343,0.16448524262131067,0.9860680340170085,0.182761790619426,0.31786958479239624,0.19,0.39311585792896453
1.65,0.5303619249335761,0.0428656339645385,0.015828864432216108,0.3697902405748329,0.17179689844922463,1.045047523761881,0.1852381219411862,0.29746748374187093,0.19,0.33804192096048025
1.65,0.5942217729698723,0.0428656339645385,0.016394647323661832,0.35970061394333536,0.1904182091045523,0.9536518259129564,0.15448037911021983,0.3315114057028515,0.19,0.38864842421210605
1.65,0.5148314790107895,0.0428656339645385,0.018671705852926462,0.3423059529764883,0.16866333166583292,1.0266383191595798,0.17044844659881148,0.283067783891946,0.19,0.36532256128064033
1.65,0.504347026348114,0.0428656339645385,0.018939799899949976,0.3929349038155442,0.19097648824412206,1.024287143571786,0.17700645506471435,0.3204160580290145,0.19,0.3886850425212606
1.65,0.5940535731945352,0.0428656339645385,0.01588631315657829,0.3356156987584702,0.19486643321660832,0.9800650325162581,0.16718652051290667,0.3079262131065533,0.19,0.38267963981991
1.65,0.5318757229116096,0.0428656339645385,0.017543621810905453,0.3871125744690528,0.16261230615307654,1.0326413206603302,0.15774230519612464,0.30474312156078043,0.19,0.34272906453226615
1.65,0.5107946844027006,0.0428656339645385,0.017571475737868936,0.3955025148938106,0.18769884942471238,1.0007253626813406,0.1693212888937344,0.28406818409204604,0.19,0.3368335167583792
1.65,0.5358003843361405,0.0428656339645385,0.01581145572786393,0.3560842603119742,0.19360580290145074,0.9906703351675837,0.16418076663270117,0.2807032016008004,0.19,0.362319859929965
1.65,0.6010618971669119,0.0428656339645385,0.01633893946973487,0.38313458547455553,0.1923991995997999,1.019984992496248,0.16337809372150994,0.3327846423211606,0.19,0.34346143071535773
1.65,0.609864352076217,0.0428656339645385,0.015975097548774388,0.35344432216108057,0.18375487743871938,1.0037268634317158,0.1842475894124821,0.3030454727363682,0.19,0.34705002501250626
1.65,0.5875498485481697,0.0428656339645385,0.01860207103551776,0.3524317431442995,0.1747863931965983,0.9665582791395697,0.15371186249312185,0.3324511755877939,0.19,0.3971804902451226
1.65,0.5859799839783574,0.0428656339645385,0.016805492746373187,0.33171003683660016,0.1668264132066033,0.9993746873436719,0.17509370259549267,0.3191428214107054,0.19,0.3860485242621311
1.65,0.5315953899527145,0.0428656339645385,0.017284232116058028,0.3888484242121061,0.1810535267633817,0.9793646823411706,0.1782190035050245,0.31768769384692347,0.19,0.38205712856428214
1.65,0.5193168063531106,0.0428656339645385,0.019115627813906955,0.33619431533948796,0.17345372686343172,0.9904702351175587,0.17895336382802926,0.2796421710855428,0.19,0.33514907453726867
1.65,0.5107386178109216,0.0428656339645385,0.018763971985992996,0.3951408795306745,0.17131065532766385,0.9570035017508755,0.17027766512834525,0.2999533266633317,0.19,0.3352223111555778
1.65,0.5615910165544866,0.0428656339645385,0.018772676338169085,0.38429181863659106,0.19058029014507255,1.0005252626313157,0.17365913824357643,0.32690350175087546,0.19,0.36305222611305654
1.65,0.5846904523674401,0.0428656339645385,0.01577141570785393,0.3365921142389377,0.1731655827913957,1.021535767883942,0.16283159301601804,0.27279094547273636,0.19,0.39348204102051026
1.65,0.5057486911425894,0.0428656339645385,0.01595246623311656,0.35774778298240034,0.18321460730365183,1.0249374687343673,0.16108962201726257,0.2982253626813407,0.19,0.3969973986993497
1.65,0.5836251871236388,0.0428656339645385,0.015995987993997,0.355360989585702,0.16243221610805403,1.0094297148574287,0.18416219867724898,0.32256843421710857,0.19,0.3870006003001501
1.65,0.5966326364163699,0.0428656339645385,0.01789527763881941,0.3897163490836328,0.19592896448224112,1.0195347673836919,0.17779204982885896,0.2976190595297649,0.19,0.3341237618809405
1.65,0.5651232118365644,0.0428656339645385,0.015842791395697848,0.35326350447951255,0.17536268134067035,0.9788644322161081,0.18738996846906056,0.29082846423211606,0.19,0.40007333666833417
1.65,0.6093597527502059,0.0428656339645385,0.018852756378189096,0.36639086816135347,0.1778839419709855,1.0134817408704353,0.16298529633943762,0.3213861430715358,0.19,0.34932036018009005
1.65,0.5839615866743129,0.0428656339645385,0.016608774387193596,0.34827293646823415,0.1884552276138069,1.0305902951475738,0.16723775495404652,0.29689149574787393,0.19,0.35060200100050026
1.65,0.6003330314737848,0.0428656339645385,0.018344422211105552,0.37633584064759656,0.169959979989995,0.9605552776388194,0.16131163792886866,0.31186718359179594,0.19,0.37806573286643325
1.65,0.5219519361667242,0.0428656339645385,0.016916908454227116,0.3724663422620402,0.16607003501750875,0.9723111555777889,0.15779353963726453,0.30892661330665333,0.19,0.3424361180590295
1.65,0.5288481269555428,0.0428656339645385,0.015971615807903954,0.3270449406521443,0.17820810405202603,1.027088544272136,0.15509519240389824,0.3001352176088044,0.19,0.35030905452726363
1.65,0.6016786296764811,0.0428656339645385,0.01825911955977989,0.3684521897312293,0.1649534767383692,1.0108304152076037,0.15813510257819696,0.32808579289644824,0.19,0.3510414207103552
1.65,0.5606378844942433,0.0428656339645385,0.01906688344172086,0.3255260721269726,0.16230615307653828,0.974112056028014,0.16716944236586004,0.31859714857428717,0.19,0.3589509754877439
1.65,0.5440421733276555,0.0428656339645385,0.016936058029014506,0.35843489017235897,0.17840620310155078,0.9551025512756378,0.18428174570657535,0.3088053526763382,0.19,0.3957157578789395
1.65,0.5119160162382808,0.0428656339645385,0.01601687843921961,0.35275721497112195,0.1705902951475738,0.9610555277638819,0.16120916904658894,0.27855082541270637,0.19,0.3399094547273637
1.65,0.5609742840449174,0.0428656339645385,0.017296418209104554,0.3474411751330211,0.17431815907953976,1.0370935467733868,0.18629696705807675,0.3277826413206604,0.19,0.40065922961480743
1.65,0.5870452492221586,0.0428656339645385,0.018548104052026015,0.3393767065350858,0.17451625812906454,0.9832666333166583,0.16079929351747,0.32553931965982996,0.19,0.3342702351175588
1.65,0.521279137065376,0.0428656339645385,0.01713973986993497,0.3586880349265542,0.17615507753876938,1.0478989494747375,0.15519766128617796,0.2809760380190095,0.19,0.35920730365182596
1.65,0.5062532904686005,0.0428656339645385,0.016006433216608305,0.34595847014416303,0.19429014507253628,1.026088044022011,0.18305211911921856,0.29965017508754377,0.19,0.36751965982991497
1.65,0.5244188662050008,0.0428656339645385,0.018518509254627315,0.33930437946245856,0.1732736368184092,0.9683591795897949,0.18728749958678081,0.33275432716358183,0.19,0.34141080540270136
1.65,0.5614788833709285,0.0428656339645385,0.016815937968984493,0.34505438173632275,0.1924712356178089,0.958104052026013,0.15569292755053002,0.33126888444222113,0.19,0.37916428214107056
1.65,0.6124434152980516,0.0428656339645385,0.015691335667833917,0.3506597298649325,0.1949024512256128,0.9507503751875938,0.16549578395529108,0.31301915957978993,0.19,0.3771868934467234
1.65,0.588502980608413,0.0428656339645385,0.016626183091545774,0.37850565282641324,0.1909584792396198,1.002776388194097,0.17143897912751555,0.2942843921960981,0.19,0.35045552776388195
1.65,0.5106264846273635,0.0428656339645385,0.01611262631315658,0.37749307380963215,0.16810505252626315,1.0378939469734867,0.1802854592976658,0.3148077538769385,0.19,0.3934088044022011
1.65,0.5993238328217625,0.0428656339645385,0.01732601300650325,0.3755040793123835,0.162288144072036,1.0088294147073538,0.15874991587187537,0.289252076038019,0.19,0.34726973486743373
1.65,0.576000130641693,0.0428656339645385,0.017825642821410706,0.36819904497703404,0.1841150575287644,0.9924212106053026,0.16595689392554988,0.32008259129564787,0.19,0.340751675837919
1.65,0.5911381104220266,0.0428656339645385,0.01683856928464232,0.34917702487607444,0.19699149574787395,1.0161330665332666,0.18187372697300164,0.2839772386193097,0.19,0.35364132066033016
1.65,0.5089444868739931,0.0428656339645385,0.016291935967983992,0.3465370867251808,0.18706853426713357,0.9754127063531766,0.173949466743369,0.278308304152076,0.19,0.38930755377688847
1.65,0.5700570719131176,0.0428656339645385,0.017265082541270637,0.3820135158488336,0.1947943971985993,1.0358929464732367,0.18040500632699213,0.3254180590295148,0.19,0.3724631315657829
1.65,0.5157846110710327,0.0428656339645385,0.018847533766883442,0.37148992678157267,0.19571285642821412,1.0041770885442722,0.16406121960337483,0.27406418209104555,0.19,0.3821669834917459
1.65,0.5654596113872385,0.0428656339645385,0.01886494247123562,0.3314930556187185,0.18868934467233617,0.9536018009004502,0.171780542068448,0.28570520260130067,0.19,0.3610748374187094
1.65,0.554694825765668,0.0428656339645385,0.018706523261630817,0.3717430715357679,0.19681140570285144,0.950200100050025,0.17133651024523583,0.3134132566283142,0.19,0.38451055527763883
1.65,0.5489199668124296,0.0428656339645385,0.015795787893946974,0.3733342671335668,0.1813056528264132,0.9631565782891446,0.1810027414736239,0.30813841920960483,0.19,0.37883471735867935
1.65,0.5586194871901988,0.0428656339645385,0.017724672336168083,0.32816601027786624,0.16378289144572286,0.9716608304152076,0.1543608320808935,0.30941165582791397,0.19,0.3815078539269635
1.65,0.5135419473998722,0.0428656339645385,0.017646333166583292,0.35174463595434086,0.1811615807903952,1.006328164082041,0.16889433521756886,0.27318504252126063,0.19,0.34631765882941473
1.65,0.597025102558823,0.0428656339645385,0.017077068534267135,0.3839663468097686,0.19013006503251625,0.9982741370685343,0.1764257980651292,0.32068889444722365,0.19,0.3374926463231616
1.65,0.5115796166876068,0.0428656339645385,0.016318049024512258,0.3347116103506299,0.17864032016008005,1.0380440220110057,0.1559320216091827,0.30628919459729864,0.19,0.3743672836418209
1.65,0.6120509491555985,0.0428656339645385,0.019112146073036518,0.39474308063122476,0.17543471735867935,0.9510005002501251,0.17996097450377996,0.30095372686343175,0.19,0.3588045022511256
1.65,0.5869331160386005,0.0428656339645385,0.015713966983491746,0.3875465369048161,0.1802431215607804,0.9949224612306153,0.18173710179662866,0.29264737368684346,0.19,0.33580820410205103
1.65,0.5248113323474539,0.0428656339645385,0.017834347173586795,0.33174620037291375,0.1874287143571786,1.0119309654827413,0.1551464268450381,0.2812791895947974,0.19,0.3834852426213107
1.65,0.5205502713722489,0.0428656339645385,0.016479949974987494,0.38704024739642556,0.1722471235617809,1.0083291645822912,0.15854497810731588,0.28218864432216106,0.19,0.32950985492746376
1.65,0.5637215470420891,0.0428656339645385,0.018468024012006003,0.3844003092455319,0.19043621810905453,0.9718109054527263,0.16460772030886672,0.3107758379189595,0.19,0.36931395697848923
1.65,0.5198214056791217,0.0428656339645385,0.018649074537268634,0.3732619400609396,0.1932096048024012,0.9529514757378689,0.1668449575719742,0.28479574787393697,0.19,0.38469364682341173
1.65,0.5542462930314358,0.0428656339645385,0.016720190095047525,0.3476943198872164,0.19466833416708354,0.9998749374687343,0.16957746109943375,0.3093510255127564,0.19,0.3816909454727364
1.65,0.6151906782952232,0.0428656339645385,0.01670104052026013,0.34415029332848246,0.18528564282141072,0.9756628314157079,0.15541967719778405,0.3001049024512256,0.19,0.3764545272636318
1.65,0.5883347808330759,0.0428656339645385,0.018516768384192098,0.3636062758652054,0.16857328664332166,0.959504752376188,0.16477850177933295,0.3324814907453727,0.19,0.3847668834417209
1.65,0.5989874332710885,0.0428656339645385,0.01828349174587294,0.380856282686798,0.16670035017508755,0.9604552276138069,0.1591597914009943,0.31010890445222616,0.19,0.3725363681840921
1.65,0.5236900005118736,0.0428656339645385,0.017249414707353677,0.35044274864705083,0.18948174087043523,1.0212356178089044,0.1706875406574642,0.32214402201100556,0.19,0.3993775887943972
1.65,0.5479107681604073,0.0428656339645385,0.0174792096048024,0.356011933239347,0.18335867933966984,1.0280390195097548,0.15782769593135776,0.2845532266133067,0.19,0.3900033016508254
1.65,0.5445467726536666,0.0428656339645385,0.018346163081540773,0.36454652780935926,0.17257128564282143,0.9615057528764381,0.16167027901684772,0.3247208104052026,0.19,0.3595368684342171
1.65,0.6053229581421169,0.0428656339645385,0.019108664332166084,0.37232168811678573,0.19625312656328164,1.0342421210605304,0.18206158659051447,0.28315872936468234,0.19,0.3382616308154077
1.65,0.5936611070520822,0.0428656339645385,0.018837088544272136,0.32599619809904956,0.1872126063031516,0.9676588294147074,0.16510298657321876,0.29249579789894947,0.19,0.33763911955977993
1.65,0.5693282062199905,0.0428656339645385,0.017921390695347674,0.3710198008094957,0.1957848924462231,0.9699099549774887,0.1799097400626401,0.29440565282641323,0.19,0.35609474737368685
1.65,0.537706648456627,0.0428656339645385,0.017416538269134568,0.3896078584746919,0.19459629814907453,0.9907703851925963,0.15806678999001048,0.32238654327163585,0.19,0.3781023511755878
1.65,0.5403978448620196,0.0428656339645385,0.01869607803901951,0.37695062076492797,0.1931015507753877,0.9560530265132566,0.1847086993827409,0.33217833916958484,0.19,0.33917708854427214
1.65,0.5406781778209147,0.0428656339645385,0.01742872436218109,0.3328311064623221,0.16765482741370685,1.018584292146073,0.18166878920844218,0.30283326663331667,0.19,0.3548863431715858
1.65,0.5270539960186144,0.0428656339645385,0.017503581790895447,0.36863300741279736,0.1835567783891946,0.9760630315157579,0.17919245788668198,0.3149896448224112,0.19,0.35997628814407207
1.65,0.5181954745175303,0.0428656339645385,0.018205152576288144,0.3600984128427851,0.18427713856928465,0.9855177588794397,0.17017519624606553,0.30516753376688344,0.19,0.37755307653826914
1.65,0.5391083132511022,0.0428656339645385,0.018276528264132067,0.34201664468597937,0.19113856928464232,1.0054777388694347,0.15395095655177457,0.32466018009004505,0.19,0.3603790895447724
1.65,0.5873255821810537,0.0428656339645385,0.015760970485242623,0.3425952612669972,0.1856998499249625,1.016433216608304,0.1719513235389142,0.31865777888944474,0.19,0.3985719859929965
1.65,0.6021271624107132,0.0428656339645385,0.016434687343671837,0.3909820728546092,0.18899549774887445,1.0227863931965984,0.18776568770408625,0.30022616308154076,0.19,0.38224022011005504
1.65,0.5438179069605393,0.0428656339645385,0.017729894947473738,0.3295402246577835,0.19477638819409707,0.9999749874937469,0.18189080512004827,0.328267683841921,0.19,0.39915787893946975
1.65,0.542248042390727,0.0428656339645385,0.01745309654827414,0.3360858247305471,0.16778089044522262,1.032591295647824,0.18035377188585228,0.29983206603301654,0.19,0.37733336668334166
1.65,0.516793809723055,0.0428656339645385,0.018417538769384692,0.3287084633225704,0.16842921460730365,1.043496748374187,0.16892849151166212,0.27730790395197596,0.19,0.33181680840420213
1.65,0.5248673989392328,0.0428656339645385,0.018100700350175088,0.33872576288144074,0.18634817408704352,0.9805152576288144,0.16964577368762024,0.29007058529264634,0.19,0.3307182591295648
1.65,0.5568814228450495,0.0428656339645385,0.018175557778889444,0.3502619309654828,0.17689344672336169,0.9685592796398199,0.16508590842617216,0.3116549774887444,0.19,0.37850515257628814
1.65,0.5697206723624435,0.0428656339645385,0.019012916458229116,0.3650166537814362,0.18861730865432716,1.0401450725362682,0.16698158274834718,0.33029879939969986,0.19,0.3630888444222111
1.65,0.5490320999959876,0.0428656339645385,0.01603950975487744,0.33825563690936383,0.1926513256628314,0.9661080540270135,0.1746496707722805,0.2837953476738369,0.19,0.35950025012506254
1.65,0.5050198254494622,0.0428656339645385,0.017373016508254128,0.34154651871390246,0.16444922461230616,1.0295897948974488,0.17140482283342232,0.28797883941970986,0.19,0.3697533766883442
1.65,0.5305301247089133,0.0428656339645385,0.018868424212106053,0.33959368775296744,0.17251725862931466,0.9987243621810905,0.17307848124399128,0.3068348674337169,0.19,0.33276888444222114
1.65,0.5961841036821378,0.0428656339645385,0.01868389194597299,0.33778551093728687,0.16893346673336668,1.0002251125562782,0.1561540375207888,0.29946828414207105,0.19,0.39626503251625816
1.65,0.6123312821144936,0.0428656339645385,0.01850806403201601,0.32751506662422125,0.1820440220110055,0.9532516258129065,0.16710112977767355,0.27451890945472734,0.19,0.34591485742871436
1.65,0.5499852320562308,0.0428656339645385,0.01606736368184092,0.33232481695393157,0.18533966983491745,0.9866183091545773,0.18421343311838886,0.3058950975487744,0.19,0.36451695847923965
1.65,0.5235778673283156,0.0428656339645385,0.019124332166083044,0.32950406112146985,0.19450625312656328,0.9973736868434218,0.16332685928037008,0.29404187093546774,0.19,0.35642431215607806
1.65,0.5269979294268354,0.0428656339645385,0.01887886943471736,0.3945622629496567,0.19230915457728864,1.0373936968484243,0.16114085645840245,0.3098966983491746,0.19,0.34840490245122563
1.65,0.6034727606134095,0.0428656339645385,0.018635147573786894,0.38982483969257364,0.19002201100550276,1.039294647323662,0.17266860571487233,0.2973462231115558,0.19,0.34547543771885947
1.65,0.5747105990307757,0.0428656339645385,0.01717455727863932,0.3360496611942335,0.16293646823411706,1.0284892446223113,0.17546942183051836,0.3254483741870936,0.19,0.3523230615307654
1.65,0.563160881124299,0.0428656339645385,0.019094737368684344,0.37716760198280963,0.18987793896948474,0.9866683341670835,0.18178833623776852,0.27952091045522764,0.19,0.34177698849424715
1.65,0.5682629409761891,0.0428656339645385,0.017587143571785892,0.35051507571967805,0.17815407703851927,1.0444972486243123,0.15456576984545295,0.2995592296148074,0.19,0.39743681840920464
1.65,0.5068139563863906,0.0428656339645385,0.015989024512256127,0.3974915093910592,0.17271535767883942,1.0034767383691845,0.1785947227400502,0.319627863931966,0.19,0.39066243121560784
1.65,0.5837373203071968,0.0428656339645385,0.01693431715857929,0.3914160352903725,0.1625942971485743,1.0368434217108555,0.16252418636917884,0.3064710855427714,0.19,0.3307548774387194
1.65,0.567365875507725,0.0428656339645385,0.018824902451225613,0.38515974350811777,0.19573086543271637,0.9771135567783892,0.17324926271445748,0.313443571785893,0.19,0.3649929964982491
1.65,0.5957355709479056,0.0428656339645385,0.017301640820410205,0.3707304925189868,0.18604202101050527,0.998624312156078,0.15620527196192868,0.2844319659829915,0.19,0.400952176088044
1.65,0.5823917221045005,0.0428656339645385,0.01844017008504252,0.35463771885942974,0.18152176088044022,1.0312906453226613,0.1813955388556962,0.3322086543271636,0.19,0.37238989494747377
1.65,0.601286163534028,0.0428656339645385,0.018976358179089547,0.3962257856200828,0.17532666333166583,0.97096048024012,0.16824536562979722,0.33178424212106056,0.19,0.35979319659829917
1.65,0.5594044194751051,0.0428656339645385,0.018394907453726864,0.33861727227249994,0.18179189594797399,0.9850675337668834,0.15673469452037395,0.2727303151575788,0.19,0.3512611305652827
1.65,0.5223444023091772,0.0428656339645385,0.018913686843421713,0.33720689435626905,0.18314257128564282,0.9568534267133566,0.18050747520927188,0.3091388194097049,0.19,0.36371135567783897
1.65,0.6085187538735207,0.0428656339645385,0.01664359179589795,0.37731225612806407,0.19353376688344173,1.0419459729864933,0.16913342927622158,0.3228412706353177,0.19,0.3526526263131566
1.65,0.6081823543228466,0.0428656339645385,0.016027323661830916,0.37268332347992184,0.16657428714357178,0.986768384192096,0.16380504739767549,0.2761256128064032,0.19,0.34851475737868937
1.65,0.6073413554461614,0.0428656339645385,0.016755007503751876,0.3404616126244941,0.197783891945973,1.0361930965482742,0.1664350820428553,0.32972281140570286,0.19,0.3499794897448725
1.65,0.5178590749668562,0.0428656339645385,0.016340680340170086,0.39644276683796453,0.19513656828414208,1.0382941470735367,0.18349615094243074,0.28009689844922464,0.19,0.3731222611305653
1.65,0.5483593008946395,0.0428656339645385,0.015858459229614808,0.3271172677247715,0.1940920460230115,1.0475987993996998,0.1707900095397439,0.29664897448724364,0.19,0.373927863931966
1.65,0.5047955590823461,0.0428656339645385,0.015903721860930465,0.3363028059484288,0.1945422711355678,1.022336168084042,0.16761347418907221,0.29892261130565284,0.19,0.38484012006003004
1.65,0.5351275852347923,0.0428656339645385,0.019056438219109555,0.35004494974760114,0.19203901950975488,0.9777638819409704,0.1751790933307258,0.29195012506253126,0.19,0.37187723861930966
1.65,0.5943339061534303,0.0428656339645385,0.017484432216108056,0.37015187593796905,0.18218809404702352,0.9836168084042021,0.18482824641206724,0.3020147573786894,0.19,0.4014648324162081
1.65,0.5900167785864463,0.0428656339645385,0.018109404702351176,0.3497556414570922,0.17887443721860932,0.9833166583291646,0.15518058313913136,0.3274188594297149,0.19,0.35159069534767384
1.65,0.5473501022426172,0.0428656339645385,0.018774417208604302,0.3662100504797854,0.17285942971485743,0.9845672836418209,0.15437791022794012,0.30513721860930465,0.19,0.3466838419209605
1.65,0.567478008691283,0.0428656339645385,0.016032546273136567,0.3634254581836373,0.1892656328164082,0.9950725362681341,0.18158339847320906,0.28819104552276137,0.19,0.33291535767883945
1.65,0.5410706439633677,0.0428656339645385,0.01608129064532266,0.369320114602756,0.16524162081040522,0.9531515757878939,0.16353179704492954,0.28482606303151575,0.19,0.3557285642821411
1.65,0.6091354863830898,0.0428656339645385,0.01600295147573787,0.38270062303879215,0.17514657328664332,0.9501000500250124,0.1777408153877191,0.27430670335167584,0.19,0.37964032016008004
